ParticipantNumber,OrganizationName,BirthDate,HouseholdAddressType,HouseholdPostalCode,FamilySize,TotalInHousehold,HouseholdType,FamilySetting,IncomeCategory,HouseholdEconomicStatus,TotalVisits,FirstVisitDate
21133,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
23894,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
3392,BGCDC Allied Branch,2004-03-04 00:00:00,Home,53713,3.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
2847,BGCDC Allied Branch,2004-03-04 00:00:00,Apartment,,,1.0,,Mother,,Unknown,0.0,
10284,BGCDC Allied Branch,2012-07-29 00:00:00,Apartment,53711,3.0,3.0,Single Parent,Mother Only,"$25,000-$49,999",Economically Disadvantaged,0.0,
14422,BGCDC Allied Branch,1985-10-14 00:00:00,,,,,,,,,2.0,2022-01-15
6806,BGCDC Allied Branch,2009-05-02 00:00:00,Apartment,53713,2.0,5.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
23767,BGCDC Allied Branch,1973-08-27 00:00:00,,,,,,,,,2.0,2022-01-15
14720,BGCDC Allied Branch,2016-06-16 00:00:00,,,,,,,,,0.0,
10183,BGCDC Taft Branch,2009-10-22 00:00:00,,,,,,,,,0.0,
3000,BGCDC Taft Branch,2000-08-03 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
1862,BGCDC Allied Branch,1998-02-19 00:00:00,Home,53704,,1.0,,Both Parents,,Unknown,0.0,
2484,BGCDC Allied Branch,2000-10-14 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
24163,BGCDC Allied Branch,1997-07-15 00:00:00,,,,,,,,,2.0,2022-01-15
3453,BGCDC Allied Branch,1996-07-12 00:00:00,Home,53593,3.0,3.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
582,BGCDC Taft Branch,1992-02-02 00:00:00,,,,3.0,,Both Parents,,Unknown,0.0,
1424,BGCDC Taft Branch,1995-01-18 00:00:00,Home,53713,2.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
15349,BGCDC Allied Branch,2014-02-18 00:00:00,,,,,,,,,0.0,
10432,BGCDC Allied Branch,2014-02-18 00:00:00,Apartment,53711,6.0,4.0,Single Parent,Mother Only,Unknown,Economically Disadvantaged,2.0,2020-01-06
10283,BGCDC Allied Branch,2009-06-09 00:00:00,Apartment,53711,3.0,3.0,Single Parent,Mother Only,"$25,000-$49,999",Economically Disadvantaged,0.0,
22687,BGCDC Allied Branch,1959-07-16 00:00:00,,,,,,,,,2.0,2022-01-15
2856,BGCDC Allied Branch,1996-05-27 00:00:00,Apartment,53713,,1.0,,Both Parents,,Unknown,0.0,
759,BGCDC Taft Branch,1996-05-27 00:00:00,Home,53713,4.0,4.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
15077,BGCDC Allied Branch,2009-11-02 00:00:00,,,,,,,,,0.0,
30166,BGCDC Allied Branch,2015-01-07 00:00:00,,,,1.0,,,,Unknown,0.0,
9664,BGCDC Taft Branch,2005-10-18 00:00:00,,,,,,,,,0.0,
33076,BGCDC Allied Branch,2008-07-09 00:00:00,,,,,,,,,17.0,2024-06-18
9663,BGCDC Taft Branch,2009-05-02 00:00:00,Apartment,53713,2.0,5.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
6807,BGCDC Allied Branch,2009-05-02 00:00:00,Apartment,53713,2.0,5.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
1280,BGCDC Taft Branch,1995-09-03 00:00:00,Home,53719,,3.0,,Mother,,Unknown,0.0,
21515,BGCDC Allied Branch,1936-09-20 00:00:00,,,,,,,,,2.0,2022-01-15
699,BGCDC Taft Branch,1991-03-22 00:00:00,Home,53713,5.0,4.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
27229,BGCDC Taft Branch,2009-01-10 00:00:00,Home,,,1.0,Both Parents,,,Unknown,0.0,
21278,BGCDC Allied Branch,1982-09-23 00:00:00,,,,,,,,,2.0,2022-01-15
25268,BGCDC Allied Branch,2015-09-19 00:00:00,,,,,,,,,1.0,2022-08-18
6316,BGCDC Taft Branch,2008-04-20 00:00:00,Home,53704,,1.0,,Mother,,Unknown,0.0,
32843,BGCDC Walco,2008-04-20 00:00:00,Home,53704,,1.0,,Mother,,Unknown,0.0,
8743,BGCDC Taft Branch,2012-03-06 00:00:00,Home,53713,3.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,2.0,2024-10-09
24150,BGCDC Allied Branch,1940-07-26 00:00:00,,,,,,,,,2.0,2022-01-15
8570,BGCDC Taft Branch,2001-06-07 00:00:00,,,,2.0,,,,Unknown,0.0,
3377,BGCDC Allied Branch,2000-12-06 00:00:00,Home,53711,3.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
31313,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,1.0,2024-04-01
26197,BGCDC Allied Branch,2011-12-10 00:00:00,,,,,,,,,1.0,2022-12-14
29672,BGCDC Allied Branch,,,,,,,,,,26.0,2024-02-01
26599,BGCDC Taft Branch,2011-12-10 00:00:00,,,,,,,,,1.0,2022-12-14
31736,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
6277,BGCDC Taft Branch,2006-03-09 00:00:00,Home,53713,,1.0,,Both Parents,,Unknown,0.0,
32817,BGCDC Walco,2006-03-09 00:00:00,Home,53713,,1.0,,Both Parents,,Unknown,0.0,
6869,BGCDC Taft Branch,2000-12-13 00:00:00,Home,53562,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
1358,BGCDC Allied Branch,1998-09-30 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
4694,BGCDC Taft Branch,1998-09-30 00:00:00,Home,53713,8.0,3.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
6250,BGCDC Allied Branch,1998-01-04 00:00:00,Apartment,53715,0.0,3.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
3679,BGCDC Taft Branch,1997-04-22 00:00:00,Home,53703,3.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
32838,BGCDC Walco,2006-03-13 00:00:00,Home,53719,4.0,5.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
6305,BGCDC Taft Branch,2006-03-13 00:00:00,Home,53719,4.0,5.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
10357,BGCDC Taft Branch,2010-08-21 00:00:00,Home,53713,3.0,3.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,37.0,2020-01-07
30493,BGCDC Allied Branch,1999-02-03 00:00:00,,,,1.0,,,,Unknown,0.0,
3678,BGCDC Taft Branch,1993-01-22 00:00:00,Home,53703,3.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
15607,BGCDC Allied Branch,2011-08-22 00:00:00,,,,,,,,,0.0,
6397,BGCDC Taft Branch,2007-04-28 00:00:00,Home,53704,7.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
620,BGCDC Taft Branch,1994-03-09 00:00:00,Home,53713,2.0,2.0,,Mother,Unknown,Economically Disadvantaged,0.0,
31414,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
31837,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
26199,BGCDC Allied Branch,2005-03-15 00:00:00,,,,,,,,,1.0,2022-12-14
29773,BGCDC Allied Branch,,,,,,,,,,0.0,
26598,BGCDC Taft Branch,2008-03-20 00:00:00,,,,,,,,,1.0,2022-12-14
2170,BGCDC Allied Branch,1996-02-07 00:00:00,Apartment,53711,,1.0,,Mother,,Unknown,0.0,
1517,BGCDC Taft Branch,1996-02-07 00:00:00,Home,53713,4.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
10364,BGCDC Allied Branch,2007-12-27 00:00:00,Apartment,53717,3.0,3.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
29735,BGCDC Allied Branch,,,,,,,,,,0.0,
26198,BGCDC Allied Branch,2006-04-13 00:00:00,,,,,,,,,1.0,2022-12-14
31799,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
31376,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
31235,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
29594,BGCDC Allied Branch,,,,,,,,,,0.0,
31658,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
20821,BGCDC Allied Branch,1960-11-25 00:00:00,,,,,,,,,2.0,2022-01-15
5765,BGCDC Allied Branch,1998-06-30 00:00:00,Home,53713,4.0,2.0,,Mother,Unknown,Economically Disadvantaged,0.0,
417,BGCDC Taft Branch,1991-12-10 00:00:00,,,,3.0,,Both Parents,,Unknown,0.0,
7900,BGCDC Taft Branch,1999-09-08 00:00:00,,,,2.0,,,,Unknown,0.0,
393,BGCDC Taft Branch,1986-11-30 00:00:00,,,,2.0,,Mother,,Unknown,0.0,
4210,BGCDC Taft Branch,1994-03-20 00:00:00,Home,53713,2.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
518,BGCDC Allied Branch,1994-03-20 00:00:00,Home,53711,,2.0,,,"$24,999 and under",Unknown,0.0,
20820,BGCDC Allied Branch,1961-10-12 00:00:00,,,,,,,,,2.0,2022-01-15
18381,BGCDC Sun Prairie,1979-07-29 00:00:00,,,,,,,,,0.0,
27242,BGCDC Walco,2018-02-13 00:00:00,,,,,,,,,3.0,2023-01-24
23124,BGCDC Allied Branch,1976-05-01 00:00:00,,,,,,,,,2.0,2022-01-15
6919,BGCDC Taft Branch,2002-05-26 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
2381,BGCDC Allied Branch,1998-08-29 00:00:00,Apartment,53716,,1.0,,Unknown,,Unknown,0.0,
30167,BGCDC Allied Branch,2016-10-27 00:00:00,,,,1.0,,,,Unknown,0.0,
14594,BGCDC Allied Branch,2007-11-27 00:00:00,,,,,,,,,0.0,
32494,BGCDC Allied Branch,2015-08-27 00:00:00,,,,,,,,,0.0,
3050,BGCDC Taft Branch,1999-04-18 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
14526,BGCDC Allied Branch,2014-10-15 00:00:00,,,,,,,,,0.0,
15021,BGCDC Allied Branch,2009-02-10 00:00:00,,,,,,,,,0.0,
2148,BGCDC Allied Branch,2002-01-02 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
16392,BGCDC Taft Branch,1983-04-27 00:00:00,,,,,,,,,0.0,
12375,BGCDC Taft Branch,1983-04-27 00:00:00,Home,53713,5.0,6.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
19337,BGCDC Allied Branch,1983-04-27 00:00:00,Home,53713,5.0,6.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,1.0,2021-12-18
14114,BGCDC Taft Branch,1983-04-27 00:00:00,Apartment,53713,6.0,2.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
4060,BGCDC Taft Branch,2001-12-22 00:00:00,Home,53713,4.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
2316,BGCDC Taft Branch,1999-03-25 00:00:00,Home,53713,4.0,3.0,26.02,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
6251,BGCDC Allied Branch,1999-09-18 00:00:00,Home,53711,0.0,2.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
10958,BGCDC Taft Branch,2005-11-15 00:00:00,,,,,,,,,5.0,2020-02-20
9268,BGCDC Allied Branch,2005-11-15 00:00:00,,,,,,,,,0.0,
2526,BGCDC Taft Branch,1996-01-01 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
3811,BGCDC Allied Branch,2002-01-05 00:00:00,Apartment,53711,3.0,4.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
4958,BGCDC Taft Branch,2002-01-05 00:00:00,Home,53711,,3.0,,Mother,"$24,999 and under",Unknown,0.0,
1917,BGCDC Allied Branch,1998-08-29 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
4061,BGCDC Taft Branch,2004-10-13 00:00:00,Home,53713,4.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
3051,BGCDC Taft Branch,1997-06-12 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
14366,BGCDC Allied Branch,1997-06-12 00:00:00,,,,,,,,,0.0,
32308,BGCDC Sun Prairie,2017-01-14 00:00:00,Home,53590,5.0,5.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,11.0,2024-02-13
632,BGCDC Taft Branch,1985-07-09 00:00:00,,,,3.0,,Both Parents,,Unknown,0.0,
2718,BGCDC Taft Branch,2000-04-15 00:00:00,Home,53718,,2.0,,Guardian,"$24,999 and under",Unknown,0.0,
1390,BGCDC Allied Branch,1993-08-21 00:00:00,Home,53719,,1.0,,Both Parents,,Unknown,0.0,
2078,BGCDC Allied Branch,1999-12-22 00:00:00,Home,53711,,1.0,,Father,,Unknown,0.0,
576,BGCDC Allied Branch,1996-10-18 00:00:00,Home,53713,6.0,4.0,Both Parents,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
22785,BGCDC Allied Branch,1939-12-07 00:00:00,,,,,,,,,2.0,2022-01-15
3376,BGCDC Allied Branch,2003-11-12 00:00:00,Apartment,53711,3.0,4.0,,Unknown,"$25,000-$49,999",Economically Disadvantaged,0.0,
5436,BGCDC Allied Branch,1997-07-16 00:00:00,Apartment,53593,,1.0,,Unknown,,Unknown,0.0,
6252,BGCDC Allied Branch,2000-06-22 00:00:00,Home,53711,0.0,2.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
20638,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
7647,BGCDC Taft Branch,1999-01-07 00:00:00,,,,2.0,,,,Unknown,0.0,
27938,BGCDC Sun Prairie,2011-01-29 00:00:00,,,,,,,,,6.0,2023-07-31
2808,BGCDC Taft Branch,1993-07-20 00:00:00,Home,53713,,1.0,,Unknown,,Unknown,0.0,
9419,BGCDC Taft Branch,2012-02-02 00:00:00,Home,53711,3.0,2.0,Single Parent,Guardian,"$24,999 and under",Economically Disadvantaged,0.0,
22960,BGCDC Allied Branch,1983-11-16 00:00:00,,,,,,,,,2.0,2022-01-15
20107,BGCDC Allied Branch,1971-06-08 00:00:00,,,,,,,,,2.0,2022-01-15
23286,BGCDC Allied Branch,1971-06-08 00:00:00,,,,,,,,,2.0,2022-01-15
28030,BGCDC Sun Prairie,2012-12-25 00:00:00,Apartment,53590,7.0,3.0,,Unknown,,Unknown,7.0,2023-10-05
8083,BGCDC Taft Branch,2000-03-10 00:00:00,,,,2.0,,,,Unknown,0.0,
391,BGCDC Allied Branch,1996-05-26 00:00:00,Home,53713,,1.0,,,,Unknown,0.0,
3106,BGCDC Taft Branch,1992-10-08 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
4223,BGCDC Taft Branch,2000-11-13 00:00:00,Home,53713,2.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
660,BGCDC Allied Branch,1993-10-27 00:00:00,Home,53711,,4.0,,,"$24,999 and under",Unknown,0.0,
1943,BGCDC Taft Branch,1994-07-19 00:00:00,Home,53713,,2.0,,,,Unknown,0.0,
2646,BGCDC Allied Branch,1994-07-19 00:00:00,Apartment,53711,,1.0,,Both Parents,,Unknown,0.0,
1984,BGCDC Taft Branch,1991-03-22 00:00:00,Home,53713,,2.0,,,"$24,999 and under",Unknown,0.0,
15660,BGCDC Allied Branch,2009-02-14 00:00:00,,,,,,,,,0.0,
30168,BGCDC Allied Branch,2014-01-14 00:00:00,,,,1.0,,,,Unknown,0.0,
31163,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
29800,BGCDC Allied Branch,,,,,,,,,,0.0,
31441,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
19831,BGCDC Taft Branch,2008-03-20 00:00:00,Home,53711,6.0,1.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
31864,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
18741,BGCDC Allied Branch,2008-03-20 00:00:00,Home,53711,6.0,1.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,6.0,2021-09-04
26502,BGCDC Taft Branch,1978-01-08 00:00:00,,,,,,,,,1.0,2022-12-14
26195,BGCDC Allied Branch,1978-01-08 00:00:00,,,,,,,,,1.0,2022-12-14
25128,BGCDC Allied Branch,1978-01-08 00:00:00,,,,,,,,,1.0,2022-08-18
22975,BGCDC Allied Branch,1979-10-18 00:00:00,,,,,,,,,2.0,2022-01-15
6253,BGCDC Allied Branch,1999-04-15 00:00:00,Home,53711,0.0,2.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
4151,BGCDC Allied Branch,1996-11-08 00:00:00,Home,53590,2.0,2.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
27951,BGCDC Walco,,,,,,,,,,4.0,2023-08-07
10217,BGCDC Taft Branch,2012-11-18 00:00:00,Apartment,53562,,2.0,,,,Unknown,0.0,
14322,BGCDC Allied Branch,1969-01-01 00:00:00,,,,,,,,,0.0,
21880,BGCDC Allied Branch,1969-01-01 00:00:00,,,,,,,,,2.0,2022-01-15
17012,BGCDC Allied Branch,1969-01-01 00:00:00,,,,,,,,,0.0,
3646,BGCDC Taft Branch,2004-03-24 00:00:00,Home,53713,3.0,3.0,14.01,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
8744,BGCDC Taft Branch,2009-03-31 00:00:00,Home,53713,2.0,2.0,Single Parent,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
21807,BGCDC Allied Branch,1958-07-14 00:00:00,,,,,,,,,2.0,2022-01-15
23123,BGCDC Allied Branch,1972-01-25 00:00:00,,,,,,,,,2.0,2022-01-15
4338,BGCDC Taft Branch,2000-05-06 00:00:00,Home,53718,6.0,2.0,,Mother,"$50,000-$74,999",Economically Disadvantaged,0.0,
3647,BGCDC Taft Branch,2003-02-23 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
20917,BGCDC Allied Branch,1946-01-06 00:00:00,,,,,,,,,2.0,2022-01-15
25336,BGCDC Taft Branch,1975-08-08 00:00:00,,,,,,,,,2.0,2022-08-18
8112,BGCDC Taft Branch,2000-03-27 00:00:00,,,,2.0,,,,Unknown,0.0,
3182,BGCDC Taft Branch,2003-02-25 00:00:00,Home,53713,2.0,2.0,14.02,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
27244,BGCDC Walco,1987-01-21 00:00:00,,,,,,,,,3.0,2023-01-24
5388,BGCDC Taft Branch,1998-11-10 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
30494,BGCDC Allied Branch,2020-05-10 00:00:00,,,,1.0,,,,Unknown,0.0,
2167,BGCDC Taft Branch,1991-10-31 00:00:00,Home,53704,,2.0,,Guardian,"$24,999 and under",Unknown,0.0,
2263,BGCDC Allied Branch,1998-12-16 00:00:00,Home,53711,4.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
10913,BGCDC Allied Branch,2014-01-10 00:00:00,Home,53590,5.0,3.0,Single Parent,Mother/ Other,"$25,000-$49,999",Economically Disadvantaged,0.0,
18379,BGCDC Sun Prairie,1969-01-21 00:00:00,,,,,,,,,0.0,
27240,BGCDC Walco,2009-02-06 00:00:00,,,,,,,,,3.0,2023-01-24
590,BGCDC Taft Branch,1991-01-03 00:00:00,,,3.0,2.0,,Grandparents,"$24,999 and under",Economically Disadvantaged,0.0,
428,BGCDC Allied Branch,1994-04-23 00:00:00,Home,53711,,2.0,,,"$24,999 and under",Unknown,0.0,
26126,BGCDC Taft Branch,1978-09-16 00:00:00,,,,,,,,,1.0,2022-11-17
5663,BGCDC Allied Branch,1997-04-21 00:00:00,Home,53711,3.0,2.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
2895,BGCDC Taft Branch,1997-04-21 00:00:00,Home,53719,5.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
12136,BGCDC Taft Branch,2010-07-14 00:00:00,,,,,,,,,0.0,
14196,BGCDC Taft Branch,2010-07-14 00:00:00,,,,,,,,,0.0,
32965,BGCDC Walco,2010-07-14 00:00:00,,,,,,,,,0.0,
7039,BGCDC Taft Branch,2010-07-14 00:00:00,Home,53713,2.0,2.0,Single Parent,Mother,"$24,999 and under",Economically Disadvantaged,14.0,2020-01-07
25126,BGCDC Allied Branch,1998-04-27 00:00:00,,,,,,,,,1.0,2022-08-18
4635,BGCDC Taft Branch,1999-12-23 00:00:00,Home,53711,6.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
30169,BGCDC Allied Branch,1982-04-10 00:00:00,,,,1.0,,,,Unknown,0.0,
5437,BGCDC Allied Branch,1999-11-03 00:00:00,Apartment,53593,,1.0,,Unknown,,Unknown,0.0,
27100,BGCDC Walco,2007-11-21 00:00:00,,,,,,,,,6.0,2022-10-12
63,BGCDC Allied Branch,1991-01-05 00:00:00,Home,53711,,2.0,,,"$24,999 and under",Unknown,0.0,
953,BGCDC Taft Branch,1991-01-05 00:00:00,,,,2.0,,Unknown,,Unknown,0.0,
1441,BGCDC Taft Branch,1997-08-15 00:00:00,,,6.0,4.0,,Unknown,"$24,999 and under",Economically Disadvantaged,0.0,
356,BGCDC Allied Branch,1997-09-15 00:00:00,Home,53713,,1.0,,,,Unknown,0.0,
27243,BGCDC Walco,2019-02-18 00:00:00,,,,,,,,,3.0,2023-01-24
22342,BGCDC Allied Branch,1943-06-18 00:00:00,,,,,,,,,2.0,2022-01-15
6405,BGCDC Allied Branch,1995-09-15 00:00:00,Home,53711,0.0,11.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
10226,BGCDC Walco,2009-04-18 00:00:00,,,,,,,,,0.0,
23919,BGCDC Allied Branch,1991-10-02 00:00:00,,,,,,,,,2.0,2022-01-15
21064,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
5139,BGCDC Taft Branch,2001-09-22 00:00:00,Home,53719,,4.0,,Both Parents,,Unknown,0.0,
3668,BGCDC Allied Branch,2001-09-22 00:00:00,Home,53719,5.0,5.0,,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
11498,BGCDC Walco,1974-05-21 00:00:00,,,,,,,,,6.0,2022-10-08
7087,BGCDC Taft Branch,2000-09-15 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
1854,BGCDC Allied Branch,2002-09-21 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
4595,BGCDC Taft Branch,2002-09-21 00:00:00,Home,53713,8.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
25127,BGCDC Allied Branch,1983-07-20 00:00:00,,,,,,,,,1.0,2022-08-18
21031,BGCDC Allied Branch,1954-07-23 00:00:00,,,,,,,,,2.0,2022-01-15
6254,BGCDC Allied Branch,1997-12-05 00:00:00,Home,53711,0.0,2.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
5875,BGCDC Allied Branch,2007-12-13 00:00:00,Apartment,53711,4.0,2.0,,Guardian,"$24,999 and under",Economically Disadvantaged,0.0,
5138,BGCDC Taft Branch,2000-06-20 00:00:00,Home,53719,,4.0,,Both Parents,,Unknown,0.0,
3667,BGCDC Allied Branch,2000-06-20 00:00:00,Home,53719,5.0,5.0,,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
4143,BGCDC Taft Branch,1998-02-11 00:00:00,Home,53704,2.0,2.0,,Mother,Unknown,Economically Disadvantaged,0.0,
1622,BGCDC Allied Branch,1999-02-11 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
27241,BGCDC Walco,2012-12-06 00:00:00,,,,,,,,,3.0,2023-01-24
1451,BGCDC Allied Branch,1994-03-11 00:00:00,Home,53719,,1.0,,Both Parents,,Unknown,0.0,
650,BGCDC Allied Branch,1995-01-22 00:00:00,Home,53719,,2.0,,Both Parents,"$24,999 and under",Unknown,0.0,
21430,BGCDC Allied Branch,1994-10-28 00:00:00,,,,,,,,,2.0,2022-01-15
1693,BGCDC Taft Branch,1994-09-30 00:00:00,Home,,,1.0,,,,Unknown,0.0,
3375,BGCDC Allied Branch,2002-08-28 00:00:00,Apartment,53711,3.0,4.0,,Unknown,"$25,000-$49,999",Economically Disadvantaged,0.0,
18378,BGCDC Sun Prairie,1963-08-08 00:00:00,,,,,,,,,0.0,
15206,BGCDC Allied Branch,1963-08-08 00:00:00,,,,,,,,,0.0,
12228,BGCDC Sun Prairie,,,,,,,,,,0.0,
22958,BGCDC Allied Branch,1967-12-16 00:00:00,,,,,,,,,2.0,2022-01-15
24122,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
11558,BGCDC Walco,1963-11-07 00:00:00,,,,,,,,,0.0,
1291,BGCDC Taft Branch,1997-01-11 00:00:00,Home,53713,5.0,4.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
8003,BGCDC Taft Branch,1998-10-13 00:00:00,,,,2.0,,,,Unknown,0.0,
7772,BGCDC Taft Branch,1998-10-13 00:00:00,,,,2.0,,,,Unknown,0.0,
7838,BGCDC Taft Branch,1998-10-13 00:00:00,,,,2.0,,,,Unknown,0.0,
6255,BGCDC Allied Branch,2000-02-18 00:00:00,Home,53711,0.0,2.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
4923,BGCDC Taft Branch,1999-09-04 00:00:00,Home,53718,,1.0,,Mother,,Unknown,0.0,
8187,BGCDC Taft Branch,1999-09-04 00:00:00,,,,2.0,,,,Unknown,0.0,
24927,BGCDC Taft Branch,2009-11-29 00:00:00,Home,53713,,2.0,,,,Unknown,0.0,
1666,BGCDC Taft Branch,1998-03-11 00:00:00,Home,53713,,3.0,,Mother,,Unknown,0.0,
10224,BGCDC Walco,2014-01-17 00:00:00,,,,,,,,,1.0,2022-08-31
10225,BGCDC Walco,2011-09-07 00:00:00,,,,,,,,,1.0,2022-08-31
27972,BGCDC Walco,,,,,,,,,,4.0,2023-08-07
14959,BGCDC Allied Branch,2013-06-24 00:00:00,,,,,,,,,0.0,
9913,BGCDC Allied Branch,2013-06-24 00:00:00,Apartment,53711,3.0,2.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,45.0,2020-01-07
16025,BGCDC Allied Branch,2013-06-24 00:00:00,,,,,,,,,0.0,
15579,BGCDC Allied Branch,2013-06-24 00:00:00,,,,,,,,,0.0,
6808,BGCDC Allied Branch,,Apartment,53713,2.0,5.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
24992,BGCDC Sun Prairie,2018-11-27 00:00:00,Home,53590,3.0,3.0,Both Parents,Both Parents,"$75,000-$84,999",Economically Disadvantaged,463.0,2022-08-29
10383,BGCDC Allied Branch,2013-08-17 00:00:00,Home,53719,2.0,2.0,Single Parent,Mother Only,"$25,000-$49,999",Economically Disadvantaged,45.0,2020-01-02
30268,BGCDC Allied Branch,2015-07-02 00:00:00,,,,1.0,,,,Unknown,0.0,
15609,BGCDC Allied Branch,2015-07-02 00:00:00,,,,,,,,,0.0,
30086,BGCDC Allied Branch,2015-07-02 00:00:00,,,,1.0,,,,Unknown,0.0,
30087,BGCDC Allied Branch,2013-08-03 00:00:00,,,,1.0,,,,Unknown,0.0,
30269,BGCDC Allied Branch,2013-08-03 00:00:00,,,,1.0,,,,Unknown,0.0,
15610,BGCDC Allied Branch,2013-08-03 00:00:00,,,,,,,,,0.0,
